Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","577","Dates","2008","2008","7021","Annual value","USD","323.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2008","2008","7021","Annual value","USD","168.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","USD","2288.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","569","Figs","2008","2008","7021","Annual value","USD","316.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","773","Flax fibre and tow","2008","2008","7021","Annual value","USD","114.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","406","Garlic","2008","2008","7021","Annual value","USD","205.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","507","Grapefruit (inc. pomelos)","2008","2008","7021","Annual value","USD","113.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","560","Grapes","2008","2008","7021","Annual value","USD","307.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2008","2008","7021","Annual value","USD","505.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1182","Honey, natural","2008","2008","7021","Annual value","USD","3126.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","497","Lemons and limes","2008","2008","7021","Annual value","USD","319.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","201","Lentils","2008","2008","7021","Annual value","USD","1154.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2008","2008","7021","Annual value","USD","65","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","333","Linseed","2008","2008","7021","Annual value","USD","606.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","210","Lupins","2008","2008","7021","Annual value","USD","710.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","56","Maize","2008","2008","7021","Annual value","USD","260.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2008","2008","7021","Annual value","USD","617.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","973","Meat live weight, buffalo","2008","2008","7021","Annual value","USD","3064.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1138","Meat live weight, camel","2008","2008","7021","Annual value","USD","2872.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2008","2008","7021","Annual value","USD","3145.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2008","2008","7021","Annual value","USD","1572","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1071","Meat live weight, duck","2008","2008","7021","Annual value","USD","2609.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2008","2008","7021","Annual value","USD","3400.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1078","Meat live weight, goose","2008","2008","7021","Annual value","USD","2507.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2008","2008","7021","Annual value","USD","2835.8","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1145","Meat live weight, rabbit","2008","2008","7021","Annual value","USD","1947.2","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2008","2008","7021","Annual value","USD","3630","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2008","2008","7021","Annual value","USD","2186.9","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1089","Meat, bird nes","2008","2008","7021","Annual value","USD","4167.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","947","Meat, buffalo","2008","2008","7021","Annual value","USD","4546.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1127","Meat, camel","2008","2008","7021","Annual value","USD","4038.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","867","Meat, cattle","2008","2008","7021","Annual value","USD","4483","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2008","2008","7021","Annual value","USD","1965","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1069","Meat, duck","2008","2008","7021","Annual value","USD","2981.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1017","Meat, goat","2008","2008","7021","Annual value","USD","5242.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2008","2008","7021","Annual value","USD","2852.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1035","Meat, pig","2008","2008","7021","Annual value","USD","3635.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2008","2008","7021","Annual value","USD","2950","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","977","Meat, sheep","2008","2008","7021","Annual value","USD","5439.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2008","2008","7021","Annual value","USD","2954.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2008","2008","7021","Annual value","USD","154.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","951","Milk, whole fresh buffalo","2008","2008","7021","Annual value","USD","605.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2008","2008","7021","Annual value","USD","506","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2008","2008","7021","Annual value","USD","424.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","430","Okra","2008","2008","7021","Annual value","USD","331.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","260","Olives","2008","2008","7021","Annual value","USD","285.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","403","Onions, dry","2008","2008","7021","Annual value","USD","122.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","490","Oranges","2008","2008","7021","Annual value","USD","169.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2008","2008","7021","Annual value","USD","299.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","521","Pears","2008","2008","7021","Annual value","USD","321.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","417","Peas, green","2008","2008","7021","Annual value","USD","265.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","536","Plums and sloes","2008","2008","7021","Annual value","USD","830.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","116","Potatoes","2008","2008","7021","Annual value","USD","177.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2008","2008","7021","Annual value","USD","155.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","27","Rice, paddy","2008","2008","7021","Annual value","USD","269.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","328","Seed cotton","2008","2008","7021","Annual value","USD","948.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","289","Sesame seed","2008","2008","7021","Annual value","USD","1251","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","83","Sorghum","2008","2008","7021","Annual value","USD","265.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","236","Soybeans","2008","2008","7021","Annual value","USD","397.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","373","Spinach","2008","2008","7021","Annual value","USD","141","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","544","Strawberries","2008","2008","7021","Annual value","USD","277.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","157","Sugar beet","2008","2008","7021","Annual value","USD","42.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","156","Sugar cane","2008","2008","7021","Annual value","USD","36.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","267","Sunflower seed","2008","2008","7021","Annual value","USD","390.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","122","Sweet potatoes","2008","2008","7021","Annual value","USD","86.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","136","Taro (cocoyam)","2008","2008","7021","Annual value","USD","141","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","388","Tomatoes","2008","2008","7021","Annual value","USD","154.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2008","2008","7021","Annual value","USD","221.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","567","Watermelons","2008","2008","7021","Annual value","USD","103.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","15","Wheat","2008","2008","7021","Annual value","USD","469.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","467.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","526","Apricots","2009","2009","7021","Annual value","USD","328.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","366","Artichokes","2009","2009","7021","Annual value","USD","72.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2009","2009","7021","Annual value","USD","375.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","44","Barley","2009","2009","7021","Annual value","USD","424.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","176","Beans, dry","2009","2009","7021","Annual value","USD","778.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","414","Beans, green","2009","2009","7021","Annual value","USD","228.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1183","Beeswax","2009","2009","7021","Annual value","USD","3923.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","2009","2009","7021","Annual value","USD","671.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2009","2009","7021","Annual value","USD","96.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2009","2009","7021","Annual value","USD","103","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2009","2009","7021","Annual value","USD","102.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","191","Chick peas","2009","2009","7021","Annual value","USD","653.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2009","2009","7021","Annual value","USD","221.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","767","Cotton lint","2009","2009","7021","Annual value","USD","2473.6","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","195","Cow peas, dry","2009","2009","7021","Annual value","USD","748.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2009","2009","7021","Annual value","USD","131.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","577","Dates","2009","2009","7021","Annual value","USD","319.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2009","2009","7021","Annual value","USD","183.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","USD","2140.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","569","Figs","2009","2009","7021","Annual value","USD","337.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","773","Flax fibre and tow","2009","2009","7021","Annual value","USD","119.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","406","Garlic","2009","2009","7021","Annual value","USD","209.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","507","Grapefruit (inc. pomelos)","2009","2009","7021","Annual value","USD","124.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","560","Grapes","2009","2009","7021","Annual value","USD","507","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2009","2009","7021","Annual value","USD","1126.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1182","Honey, natural","2009","2009","7021","Annual value","USD","3289.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","497","Lemons and limes","2009","2009","7021","Annual value","USD","330.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","201","Lentils","2009","2009","7021","Annual value","USD","1153.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2009","2009","7021","Annual value","USD","66.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","333","Linseed","2009","2009","7021","Annual value","USD","739.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","210","Lupins","2009","2009","7021","Annual value","USD","705.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","56","Maize","2009","2009","7021","Annual value","USD","251.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2009","2009","7021","Annual value","USD","460.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","973","Meat live weight, buffalo","2009","2009","7021","Annual value","USD","2888.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1138","Meat live weight, camel","2009","2009","7021","Annual value","USD","2528.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2009","2009","7021","Annual value","USD","2902.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2009","2009","7021","Annual value","USD","1562.9","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1071","Meat live weight, duck","2009","2009","7021","Annual value","USD","2817.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2009","2009","7021","Annual value","USD","3287.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1078","Meat live weight, goose","2009","2009","7021","Annual value","USD","2305","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2009","2009","7021","Annual value","USD","3318.2","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1085","Meat live weight, poultry, other","2009","2009","7021","Annual value","USD","2979.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1145","Meat live weight, rabbit","2009","2009","7021","Annual value","USD","1926.2","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2009","2009","7021","Annual value","USD","3406","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2009","2009","7021","Annual value","USD","2428.6","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1089","Meat, bird nes","2009","2009","7021","Annual value","USD","4447","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","947","Meat, buffalo","2009","2009","7021","Annual value","USD","5164.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1127","Meat, camel","2009","2009","7021","Annual value","USD","4258","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","867","Meat, cattle","2009","2009","7021","Annual value","USD","4797.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2009","2009","7021","Annual value","USD","1953.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1069","Meat, duck","2009","2009","7021","Annual value","USD","2894.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1017","Meat, goat","2009","2009","7021","Annual value","USD","5961.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1073","Meat, goose and guinea fowl","2009","2009","7021","Annual value","USD","2777.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1035","Meat, pig","2009","2009","7021","Annual value","USD","4253.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2009","2009","7021","Annual value","USD","2918.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","977","Meat, sheep","2009","2009","7021","Annual value","USD","6175.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2009","2009","7021","Annual value","USD","3281","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2009","2009","7021","Annual value","USD","151.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","951","Milk, whole fresh buffalo","2009","2009","7021","Annual value","USD","657.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2009","2009","7021","Annual value","USD","549.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2009","2009","7021","Annual value","USD","460.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","430","Okra","2009","2009","7021","Annual value","USD","336.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","260","Olives","2009","2009","7021","Annual value","USD","285.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","403","Onions, dry","2009","2009","7021","Annual value","USD","130","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","490","Oranges","2009","2009","7021","Annual value","USD","197.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2009","2009","7021","Annual value","USD","306.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","521","Pears","2009","2009","7021","Annual value","USD","355.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","417","Peas, green","2009","2009","7021","Annual value","USD","277.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","536","Plums and sloes","2009","2009","7021","Annual value","USD","896","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","116","Potatoes","2009","2009","7021","Annual value","USD","190.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2009","2009","7021","Annual value","USD","161.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","27","Rice, paddy","2009","2009","7021","Annual value","USD","270","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","328","Seed cotton","2009","2009","7021","Annual value","USD","816.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","289","Sesame seed","2009","2009","7021","Annual value","USD","1376.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","83","Sorghum","2009","2009","7021","Annual value","USD","246.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","236","Soybeans","2009","2009","7021","Annual value","USD","399.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","373","Spinach","2009","2009","7021","Annual value","USD","141.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","544","Strawberries","2009","2009","7021","Annual value","USD","275.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","157","Sugar beet","2009","2009","7021","Annual value","USD","57.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","156","Sugar cane","2009","2009","7021","Annual value","USD","42.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","267","Sunflower seed","2009","2009","7021","Annual value","USD","488.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","122","Sweet potatoes","2009","2009","7021","Annual value","USD","91.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2009","2009","7021","Annual value","USD","414.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","136","Taro (cocoyam)","2009","2009","7021","Annual value","USD","153.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","388","Tomatoes","2009","2009","7021","Annual value","USD","111.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2009","2009","7021","Annual value","USD","218.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","567","Watermelons","2009","2009","7021","Annual value","USD","139.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","15","Wheat","2009","2009","7021","Annual value","USD","290.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","479.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","526","Apricots","2010","2010","7021","Annual value","USD","521.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","366","Artichokes","2010","2010","7021","Annual value","USD","338.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","409.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","44","Barley","2010","2010","7021","Annual value","USD","433.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","176","Beans, dry","2010","2010","7021","Annual value","USD","748.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","414","Beans, green","2010","2010","7021","Annual value","USD","275.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1183","Beeswax","2010","2010","7021","Annual value","USD","4233.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","181","Broad beans, horse beans, dry","2010","2010","7021","Annual value","USD","665.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2010","2010","7021","Annual value","USD","103.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2010","2010","7021","Annual value","USD","104.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2010","2010","7021","Annual value","USD","106","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","191","Chick peas","2010","2010","7021","Annual value","USD","667.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2010","2010","7021","Annual value","USD","235","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","767","Cotton lint","2010","2010","7021","Annual value","USD","4843.1","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","195","Cow peas, dry","2010","2010","7021","Annual value","USD","754.4","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2010","2010","7021","Annual value","USD","147.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","577","Dates","2010","2010","7021","Annual value","USD","312.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2010","2010","7021","Annual value","USD","198.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","USD","2171.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","569","Figs","2010","2010","7021","Annual value","USD","385.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","773","Flax fibre and tow","2010","2010","7021","Annual value","USD","120.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","406","Garlic","2010","2010","7021","Annual value","USD","498.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","507","Grapefruit (inc. pomelos)","2010","2010","7021","Annual value","USD","130.7","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","560","Grapes","2010","2010","7021","Annual value","USD","542","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2010","2010","7021","Annual value","USD","1202.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1182","Honey, natural","2010","2010","7021","Annual value","USD","3699.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","497","Lemons and limes","2010","2010","7021","Annual value","USD","472.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","201","Lentils","2010","2010","7021","Annual value","USD","1148.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2010","2010","7021","Annual value","USD","65.3","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","333","Linseed","2010","2010","7021","Annual value","USD","760.2","","Official data"
